gene_id,symbol,name,cytoband,type,num_cohort_ssm_affected_cases,num_cohort_ssm_cases,cohort_ssm_affected_cases_percentage,num_gdc_ssm_affected_cases,num_gdc_ssm_cases,gdc_ssm_affected_cases_percentage,num_cohort_cnv_cases,num_cohort_cnv_gain_cases,cohort_cnv_gain_cases_percentage,num_cohort_cnv_loss_cases,cohort_cnv_loss_cases_percentage,num_mutations,annotations
ENSG00000147862,NFIB,nuclear factor I B,"9p23, 9p22.3",protein_coding,1,513,0.19,164,16508,0.99,515,11,2.14,120,23.30,1,Cancer Gene Census
ENSG00000148516,ZEB1,zinc finger E-box binding homeobox 1,10p11.22,protein_coding,1,513,0.19,390,16508,2.36,515,52,10.10,74,14.37,1,Cancer Gene Census
ENSG00000152207,CYSLTR2,cysteinyl leukotriene receptor 2,13q14.2,protein_coding,1,513,0.19,114,16508,0.69,515,5,0.97,103,20.00,1,Cancer Gene Census
ENSG00000153944,MSI2,musashi RNA binding protein 2,17q22,protein_coding,1,513,0.19,119,16508,0.72,515,26,5.05,4,0.78,2,Cancer Gene Census
ENSG00000156076,WIF1,WNT inhibitory factor 1,12q14.3,protein_coding,1,513,0.19,127,16508,0.77,515,10,1.94,43,8.35,1,Cancer Gene Census
ENSG00000156970,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B,15q15.1,protein_coding,1,513,0.19,169,16508,1.02,515,5,0.97,49,9.51,1,Cancer Gene Census
ENSG00000157873,TNFRSF14,TNF receptor superfamily member 14,1p36.32,protein_coding,1,513,0.19,69,16508,0.42,515,6,1.17,129,25.05,1,Cancer Gene Census
ENSG00000157933,SKI,SKI proto-oncogene,"1p36.33, 1p36.32",protein_coding,1,513,0.19,116,16508,0.70,515,6,1.17,129,25.05,1,Cancer Gene Census
ENSG00000158169,FANCC,FA complementation group C,9q22.32,protein_coding,1,513,0.19,121,16508,0.73,515,21,4.08,26,5.05,1,Cancer Gene Census
ENSG00000158711,ELK4,ETS transcription factor ELK4,1q32.1,protein_coding,1,513,0.19,93,16508,0.56,515,22,4.27,11,2.14,1,Cancer Gene Census
ENSG00000162367,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor",1p33,protein_coding,1,513,0.19,109,16508,0.66,515,11,2.14,186,36.12,2,Cancer Gene Census
ENSG00000162434,JAK1,Janus kinase 1,1p31.3,protein_coding,1,513,0.19,373,16508,2.26,515,11,2.14,184,35.73,1,Cancer Gene Census
ENSG00000162775,RBM15,RNA binding motif protein 15,1p13.3,protein_coding,1,513,0.19,221,16508,1.34,515,11,2.14,181,35.15,2,Cancer Gene Census
ENSG00000163026,WDCP,WD repeat and coiled coil containing,2p23.3,protein_coding,1,513,0.19,129,16508,0.78,515,10,1.94,18,3.50,1,Cancer Gene Census
ENSG00000163399,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1,1p13.1,protein_coding,1,513,0.19,194,16508,1.18,515,11,2.14,180,34.95,1,Cancer Gene Census
ENSG00000163435,ELF3,E74 like ETS transcription factor 3,1q32.1,protein_coding,1,513,0.19,176,16508,1.07,515,23,4.47,10,1.94,1,Cancer Gene Census
ENSG00000163497,FEV,"FEV transcription factor, ETS family member",2q35,protein_coding,1,513,0.19,29,16508,0.18,515,7,1.36,18,3.50,1,Cancer Gene Census
ENSG00000163518,FCRL4,Fc receptor like 4,1q23.1,protein_coding,1,513,0.19,225,16508,1.36,515,25,4.85,3,0.58,1,Cancer Gene Census
ENSG00000163902,RPN1,ribophorin I,3q21.3,protein_coding,1,513,0.19,97,16508,0.59,515,3,0.58,30,5.83,1,Cancer Gene Census
ENSG00000164438,TLX3,T cell leukemia homeobox 3,5q35.1,protein_coding,1,513,0.19,80,16508,0.48,515,8,1.55,48,9.32,1,Cancer Gene Census
ENSG00000165556,CDX2,caudal type homeobox 2,13q12.2,protein_coding,1,513,0.19,100,16508,0.61,515,5,0.97,93,18.06,1,Cancer Gene Census
ENSG00000165671,NSD1,nuclear receptor binding SET domain protein 1,5q35.3,protein_coding,1,513,0.19,562,16508,3.40,515,8,1.55,46,8.93,1,Cancer Gene Census
ENSG00000166407,LMO1,LIM domain only 1,11p15.4,protein_coding,1,513,0.19,47,16508,0.28,515,18,3.50,81,15.73,1,Cancer Gene Census
ENSG00000166888,STAT6,signal transducer and activator of transcription 6,12q13.3,protein_coding,1,513,0.19,166,16508,1.01,515,12,2.33,41,7.96,1,Cancer Gene Census
ENSG00000168172,HOOK3,hook microtubule tethering protein 3,8p11.21,protein_coding,1,513,0.19,158,16508,0.96,515,30,5.83,8,1.55,1,Cancer Gene Census
ENSG00000168411,RFWD3,ring finger and WD repeat domain 3,16q23.1,protein_coding,1,513,0.19,126,16508,0.76,515,10,1.94,23,4.47,1,Cancer Gene Census
ENSG00000168421,RHOH,ras homolog family member H,4p14,protein_coding,1,513,0.19,83,16508,0.50,515,9,1.75,35,6.80,1,Cancer Gene Census
ENSG00000168610,STAT3,signal transducer and activator of transcription 3,17q21.2,protein_coding,1,513,0.19,215,16508,1.30,515,9,1.75,14,2.72,1,Cancer Gene Census
ENSG00000169184,MN1,"MN1 proto-oncogene, transcriptional regulator",22q12.1,protein_coding,1,513,0.19,294,16508,1.78,515,7,1.36,37,7.18,3,Cancer Gene Census
ENSG00000169564,PCBP1,poly(rC) binding protein 1,2p13.3,protein_coding,1,513,0.19,120,16508,0.73,515,5,0.97,14,2.72,1,Cancer Gene Census
ENSG00000169714,CNBP,CCHC-type zinc finger nucleic acid binding protein,3q21.3,protein_coding,1,513,0.19,40,16508,0.24,515,4,0.78,30,5.83,1,Cancer Gene Census
ENSG00000170430,MGMT,O-6-methylguanine-DNA methyltransferase,10q26.3,protein_coding,1,513,0.19,77,16508,0.47,515,2,0.39,134,26.02,1,Cancer Gene Census
ENSG00000170577,SIX2,SIX homeobox 2,2p21,protein_coding,1,513,0.19,110,16508,0.67,515,8,1.55,14,2.72,1,Cancer Gene Census
ENSG00000170759,KIF5B,kinesin family member 5B,10p11.22,protein_coding,1,513,0.19,181,16508,1.10,515,50,9.71,74,14.37,1,Cancer Gene Census
ENSG00000171094,ALK,ALK receptor tyrosine kinase,"2p23.2, 2p23.1",protein_coding,1,513,0.19,491,16508,2.97,515,7,1.36,14,2.72,2,Cancer Gene Census
ENSG00000171723,GPHN,gephyrin,14q23.3,protein_coding,1,513,0.19,215,16508,1.30,515,1,0.19,103,20.00,3,Cancer Gene Census
ENSG00000173821,RNF213,ring finger protein 213,17q25.3,protein_coding,1,513,0.19,759,16508,4.60,515,28,5.44,5,0.97,6,Cancer Gene Census
ENSG00000175832,ETV4,ETS variant transcription factor 4,17q21.31,protein_coding,1,513,0.19,106,16508,0.64,515,9,1.75,13,2.52,1,Cancer Gene Census
ENSG00000178104,PDE4DIP,phosphodiesterase 4D interacting protein,1q21.2,protein_coding,1,513,0.19,436,16508,2.64,515,15,2.91,49,9.51,6,Cancer Gene Census
ENSG00000178573,MAF,MAF bZIP transcription factor,16q23.2,protein_coding,1,513,0.19,113,16508,0.68,515,9,1.75,25,4.85,1,Cancer Gene Census
ENSG00000179348,GATA2,GATA binding protein 2,3q21.3,protein_coding,1,513,0.19,130,16508,0.79,515,3,0.58,30,5.83,1,Cancer Gene Census
ENSG00000181163,NPM1,nucleophosmin 1,5q35.1,protein_coding,1,513,0.19,101,16508,0.61,515,8,1.55,49,9.51,2,Cancer Gene Census
ENSG00000181449,SOX2,SRY-box transcription factor 2,3q26.33,protein_coding,1,513,0.19,114,16508,0.69,515,14,2.72,20,3.88,1,Cancer Gene Census
ENSG00000181690,PLAG1,PLAG1 zinc finger,8q12.1,protein_coding,1,513,0.19,182,16508,1.10,515,36,6.99,9,1.75,1,Cancer Gene Census
ENSG00000182158,CREB3L2,cAMP responsive element binding protein 3 like 2,7q33,protein_coding,1,513,0.19,138,16508,0.84,515,161,31.26,2,0.39,1,Cancer Gene Census
ENSG00000182185,RAD51B,RAD51 paralog B,14q24.1,protein_coding,1,513,0.19,78,16508,0.47,515,2,0.39,102,19.81,1,Cancer Gene Census
ENSG00000182578,CSF1R,colony stimulating factor 1 receptor,5q32,protein_coding,1,513,0.19,247,16508,1.50,515,6,1.17,41,7.96,5,Cancer Gene Census
ENSG00000182866,LCK,"LCK proto-oncogene, Src family tyrosine kinase",1p35.2,protein_coding,1,513,0.19,167,16508,1.01,515,12,2.33,185,35.92,1,Cancer Gene Census
ENSG00000182872,RBM10,RNA binding motif protein 10,Xp11.3,protein_coding,1,513,0.19,316,16508,1.91,515,0,0.00,0,0.00,2,Cancer Gene Census
ENSG00000182901,RGS7,regulator of G protein signaling 7,1q43,protein_coding,1,513,0.19,351,16508,2.13,515,23,4.47,22,4.27,3,Cancer Gene Census
ENSG00000182944,EWSR1,EWS RNA binding protein 1,22q12.2,protein_coding,1,513,0.19,163,16508,0.99,515,8,1.55,39,7.57,1,Cancer Gene Census
ENSG00000183508,TENT5C,terminal nucleotidyltransferase 5C,1p12,protein_coding,1,513,0.19,219,16508,1.33,515,10,1.94,180,34.95,1,Cancer Gene Census
ENSG00000183579,ZNRF3,zinc and ring finger 3,22q12.1,protein_coding,1,513,0.19,207,16508,1.25,515,8,1.55,40,7.77,2,Cancer Gene Census
ENSG00000183722,LHFPL6,LHFPL tetraspan subfamily member 6,"13q13.3, 13q14.11",protein_coding,1,513,0.19,65,16508,0.39,515,6,1.17,97,18.83,1,Cancer Gene Census
ENSG00000183770,FOXL2,forkhead box L2,3q22.3,protein_coding,1,513,0.19,97,16508,0.59,515,2,0.39,25,4.85,1,Cancer Gene Census
ENSG00000183813,CCR4,C-C motif chemokine receptor 4,3p22.3,protein_coding,1,513,0.19,93,16508,0.56,515,8,1.55,31,6.02,1,Cancer Gene Census
ENSG00000184012,TMPRSS2,transmembrane serine protease 2,21q22.3,protein_coding,1,513,0.19,122,16508,0.74,515,14,2.72,32,6.21,1,Cancer Gene Census
ENSG00000184402,SS18L1,SS18L1 subunit of BAF chromatin remodeling complex,20q13.33,protein_coding,1,513,0.19,93,16508,0.56,515,42,8.16,3,0.58,1,Cancer Gene Census
ENSG00000184481,FOXO4,forkhead box O4,Xq13.1,protein_coding,1,513,0.19,147,16508,0.89,515,0,0.00,0,0.00,1,Cancer Gene Census
ENSG00000184640,SEPTIN9,septin 9,17q25.3,protein_coding,1,513,0.19,185,16508,1.12,515,29,5.63,5,0.97,1,Cancer Gene Census
ENSG00000184702,SEPTIN5,septin 5,22q11.21,protein_coding,1,513,0.19,116,16508,0.70,515,8,1.55,37,7.18,1,Cancer Gene Census
ENSG00000184937,WT1,WT1 transcription factor,11p13,protein_coding,1,513,0.19,329,16508,1.99,515,16,3.11,58,11.26,1,Cancer Gene Census
ENSG00000185920,PTCH1,patched 1,9q22.32,protein_coding,1,513,0.19,388,16508,2.35,515,21,4.08,26,5.05,2,Cancer Gene Census
ENSG00000187164,SHTN1,shootin 1,10q25.3,protein_coding,1,513,0.19,151,16508,0.91,515,1,0.19,128,24.85,1,Cancer Gene Census
ENSG00000196092,PAX5,paired box 5,9p13.2,protein_coding,1,513,0.19,252,16508,1.53,515,13,2.52,58,11.26,1,Cancer Gene Census
ENSG00000196588,MRTFA,myocardin related transcription factor A,"22q13.1, 22q13.2",protein_coding,1,513,0.19,205,16508,1.24,515,9,1.75,54,10.49,2,Cancer Gene Census
ENSG00000197323,TRIM33,tripartite motif containing 33,1p13.2,protein_coding,1,513,0.19,213,16508,1.29,515,11,2.14,182,35.34,1,Cancer Gene Census
ENSG00000197646,PDCD1LG2,programmed cell death 1 ligand 2,9p24.1,protein_coding,1,513,0.19,48,16508,0.29,515,9,1.75,120,23.30,2,Cancer Gene Census
ENSG00000197880,MDS2,myelodysplastic syndrome 2 translocation associated,"1p36.12, 1p36.11",lncRNA,1,513,0.19,57,16508,0.35,515,0,0.00,0,0.00,1,Cancer Gene Census
ENSG00000198053,SIRPA,signal regulatory protein alpha,20p13,protein_coding,1,513,0.19,145,16508,0.88,515,36,6.99,10,1.94,1,Cancer Gene Census
ENSG00000198604,BAZ1A,bromodomain adjacent to zinc finger domain 1A,"14q13.1, 14q13.2",protein_coding,1,513,0.19,270,16508,1.64,515,4,0.78,56,10.87,1,Cancer Gene Census
ENSG00000198625,MDM4,MDM4 regulator of p53,1q32.1,protein_coding,1,513,0.19,119,16508,0.72,515,31,6.02,9,1.75,1,Cancer Gene Census
ENSG00000204209,DAXX,death domain associated protein,6p21.32,protein_coding,1,513,0.19,179,16508,1.08,515,8,1.55,19,3.69,1,Cancer Gene Census
ENSG00000214827,MTCP1,mature T cell proliferation 1,Xq28,protein_coding,1,513,0.19,23,16508,0.14,515,0,0.00,0,0.00,1,Cancer Gene Census
ENSG00000221829,FANCG,FA complementation group G,9p13.3,protein_coding,1,513,0.19,114,16508,0.69,515,13,2.52,59,11.46,1,Cancer Gene Census
ENSG00000244405,ETV5,ETS variant transcription factor 5,3q27.2,protein_coding,1,513,0.19,161,16508,0.98,515,8,1.55,22,4.27,1,Cancer Gene Census
ENSG00000257103,LSM14A,LSM14A mRNA processing body assembly factor,19q13.11,protein_coding,1,513,0.19,118,16508,0.71,515,27,5.24,201,39.03,1,Cancer Gene Census
ENSG00000270647,TAF15,TATA-box binding protein associated factor 15,17q12,protein_coding,1,513,0.19,155,16508,0.94,515,11,2.14,13,2.52,1,Cancer Gene Census
ENSG00000286522,H3C2,H3 clustered histone 2,6p22.2,protein_coding,1,513,0.19,137,16508,0.83,515,7,1.36,26,5.05,1,Cancer Gene Census
ENSG00000002834,LASP1,LIM and SH3 protein 1,17q12,protein_coding,0,513,0.00,75,16508,0.45,515,9,1.75,11,2.14,0,Cancer Gene Census
ENSG00000007312,CD79B,CD79b molecule,17q23.3,protein_coding,0,513,0.00,68,16508,0.41,515,28,5.44,3,0.58,0,Cancer Gene Census
ENSG00000018408,WWTR1,WW domain containing transcription regulator 1,3q25.1,protein_coding,0,513,0.00,95,16508,0.58,515,2,0.39,28,5.44,0,Cancer Gene Census
ENSG00000019582,CD74,CD74 molecule,5q33.1,protein_coding,0,513,0.00,54,16508,0.33,515,7,1.36,39,7.57,0,Cancer Gene Census
ENSG00000065559,MAP2K4,mitogen-activated protein kinase kinase 4,17p12,protein_coding,0,513,0.00,214,16508,1.30,515,6,1.17,8,1.55,0,Cancer Gene Census
ENSG00000067955,CBFB,core-binding factor subunit beta,16q22.1,protein_coding,0,513,0.00,85,16508,0.51,515,11,2.14,21,4.08,0,Cancer Gene Census
ENSG00000068078,FGFR3,fibroblast growth factor receptor 3,4p16.3,protein_coding,0,513,0.00,271,16508,1.64,515,15,2.91,38,7.38,0,Cancer Gene Census
ENSG00000069399,BCL3,BCL3 transcription coactivator,19q13.32,protein_coding,0,513,0.00,95,16508,0.58,515,23,4.47,244,47.38,0,Cancer Gene Census
ENSG00000072062,PRKACA,protein kinase cAMP-activated catalytic subunit alpha,19p13.12,protein_coding,0,513,0.00,112,16508,0.68,515,41,7.96,6,1.17,0,Cancer Gene Census
ENSG00000072694,FCGR2B,Fc fragment of IgG receptor IIb,1q23.3,protein_coding,0,513,0.00,96,16508,0.58,515,25,4.85,4,0.78,0,Cancer Gene Census
ENSG00000074266,EED,embryonic ectoderm development,11q14.2,protein_coding,0,513,0.00,118,16508,0.71,515,37,7.18,14,2.72,0,Cancer Gene Census
ENSG00000082898,XPO1,exportin 1,2p15,protein_coding,0,513,0.00,197,16508,1.19,515,6,1.17,13,2.52,0,Cancer Gene Census
ENSG00000084676,NCOA1,nuclear receptor coactivator 1,2p23.3,protein_coding,0,513,0.00,288,16508,1.74,515,8,1.55,17,3.30,0,Cancer Gene Census
ENSG00000100311,PDGFB,platelet derived growth factor subunit B,22q13.1,protein_coding,0,513,0.00,85,16508,0.51,515,9,1.75,51,9.90,0,Cancer Gene Census
ENSG00000104408,EIF3E,eukaryotic translation initiation factor 3 subunit E,8q23.1,protein_coding,0,513,0.00,148,16508,0.90,515,78,15.15,6,1.17,0,Cancer Gene Census
ENSG00000104419,NDRG1,N-myc downstream regulated 1,8q24.22,protein_coding,0,513,0.00,120,16508,0.73,515,84,16.31,11,2.14,0,Cancer Gene Census
ENSG00000104660,LEPROTL1,leptin receptor overlapping transcript like 1,8p12,protein_coding,0,513,0.00,32,16508,0.19,515,26,5.05,13,2.52,0,Cancer Gene Census
ENSG00000104903,LYL1,LYL1 basic helix-loop-helix family member,19p13.13,protein_coding,0,513,0.00,36,16508,0.22,515,43,8.35,7,1.36,0,Cancer Gene Census
ENSG00000105173,CCNE1,cyclin E1,19q12,protein_coding,0,513,0.00,113,16508,0.68,515,27,5.24,193,37.48,0,Cancer Gene Census
ENSG00000105369,CD79A,CD79a molecule,19q13.2,protein_coding,0,513,0.00,70,16508,0.42,515,26,5.05,229,44.47,0,Cancer Gene Census
ENSG00000105568,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,19q13.41,protein_coding,0,513,0.00,288,16508,1.74,515,23,4.47,256,49.71,0,Cancer Gene Census
ENSG00000105810,CDK6,cyclin dependent kinase 6,7q21.2,protein_coding,0,513,0.00,94,16508,0.57,515,132,25.63,1,0.19,0,Cancer Gene Census
ENSG00000106031,HOXA13,homeobox A13,7p15.2,protein_coding,0,513,0.00,87,16508,0.53,515,95,18.45,1,0.19,0,Cancer Gene Census
ENSG00000106483,SFRP4,secreted frizzled related protein 4,7p14.1,protein_coding,0,513,0.00,152,16508,0.92,515,97,18.83,0,0.00,0,Cancer Gene Census
ENSG00000107807,TLX1,T cell leukemia homeobox 1,10q24.31,protein_coding,0,513,0.00,67,16508,0.41,515,2,0.39,104,20.19,0,Cancer Gene Census
ENSG00000108953,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,17p13.3,protein_coding,0,513,0.00,62,16508,0.38,515,7,1.36,9,1.75,0,Cancer Gene Census
ENSG00000109220,CHIC2,cysteine rich hydrophobic domain 2,4q12,protein_coding,0,513,0.00,40,16508,0.24,515,26,5.05,31,6.02,0,Cancer Gene Census
ENSG00000110619,CARS1,cysteinyl-tRNA synthetase 1,11p15.4,protein_coding,0,513,0.00,186,16508,1.13,515,16,3.11,92,17.86,0,Cancer Gene Census
ENSG00000110987,BCL7A,BAF chromatin remodeling complex subunit BCL7A,12q24.31,protein_coding,0,513,0.00,276,16508,1.67,515,17,3.30,32,6.21,0,Cancer Gene Census
ENSG00000111275,ALDH2,aldehyde dehydrogenase 2 family member,12q24.12,protein_coding,0,513,0.00,128,16508,0.78,515,10,1.94,40,7.77,0,Cancer Gene Census
ENSG00000111679,PTPN6,protein tyrosine phosphatase non-receptor type 6,12p13.31,protein_coding,0,513,0.00,153,16508,0.93,515,59,11.46,9,1.75,0,Cancer Gene Census
ENSG00000112237,CCNC,cyclin C,6q16.2,protein_coding,0,513,0.00,70,16508,0.42,515,0,0.00,57,11.07,0,Cancer Gene Census
ENSG00000112576,CCND3,cyclin D3,6p21.1,protein_coding,0,513,0.00,104,16508,0.63,515,6,1.17,18,3.50,0,Cancer Gene Census
ENSG00000115808,STRN,striatin,2p22.2,protein_coding,0,513,0.00,159,16508,0.96,515,6,1.17,15,2.91,0,Cancer Gene Census
ENSG00000116251,RPL22,ribosomal protein L22,1p36.31,protein_coding,0,513,0.00,264,16508,1.60,515,9,1.75,209,40.58,0,Cancer Gene Census
ENSG00000116990,MYCL,"MYCL proto-oncogene, bHLH transcription factor",1p34.2,protein_coding,0,513,0.00,78,16508,0.47,515,11,2.14,183,35.53,0,Cancer Gene Census
ENSG00000117020,AKT3,AKT serine/threonine kinase 3,"1q43, 1q44",protein_coding,0,513,0.00,156,16508,0.94,515,22,4.27,21,4.08,0,Cancer Gene Census
ENSG00000117118,SDHB,succinate dehydrogenase complex iron sulfur subunit B,1p36.13,protein_coding,0,513,0.00,43,16508,0.26,515,10,1.94,189,36.70,0,Cancer Gene Census
ENSG00000118046,STK11,serine/threonine kinase 11,19p13.3,protein_coding,0,513,0.00,237,16508,1.44,515,51,9.90,12,2.33,0,Cancer Gene Census
ENSG00000118503,TNFAIP3,TNF alpha induced protein 3,6q23.3,protein_coding,0,513,0.00,178,16508,1.08,515,0,0.00,73,14.17,0,Cancer Gene Census
ENSG00000118689,FOXO3,forkhead box O3,6q21,protein_coding,0,513,0.00,125,16508,0.76,515,0,0.00,63,12.23,0,Cancer Gene Census
ENSG00000118971,CCND2,cyclin D2,12p13.32,protein_coding,0,513,0.00,101,16508,0.61,515,60,11.65,7,1.36,0,Cancer Gene Census
ENSG00000119508,NR4A3,nuclear receptor subfamily 4 group A member 3,9q31.1,protein_coding,0,513,0.00,162,16508,0.98,515,21,4.08,26,5.05,0,Cancer Gene Census
ENSG00000119535,CSF3R,colony stimulating factor 3 receptor,1p34.3,protein_coding,0,513,0.00,243,16508,1.47,515,11,2.14,184,35.73,0,Cancer Gene Census
ENSG00000119537,KDSR,3-ketodihydrosphingosine reductase,18q21.33,protein_coding,0,513,0.00,65,16508,0.39,515,12,2.33,52,10.10,0,Cancer Gene Census
ENSG00000122566,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,7p15.2,protein_coding,0,513,0.00,168,16508,1.02,515,95,18.45,1,0.19,0,Cancer Gene Census
ENSG00000123268,ATF1,activating transcription factor 1,12q13.12,protein_coding,0,513,0.00,59,16508,0.36,515,7,1.36,46,8.93,0,Cancer Gene Census
ENSG00000123388,HOXC11,homeobox C11,12q13.13,protein_coding,0,513,0.00,93,16508,0.56,515,6,1.17,48,9.32,0,Cancer Gene Census
ENSG00000124145,SDC4,syndecan 4,20q13.12,protein_coding,0,513,0.00,66,16508,0.40,515,33,6.41,2,0.39,0,Cancer Gene Census
ENSG00000125285,SOX21,SRY-box transcription factor 21,13q32.1,protein_coding,0,513,0.00,52,16508,0.31,515,11,2.14,81,15.73,0,Cancer Gene Census
ENSG00000126453,BCL2L12,BCL2 like 12,19q13.33,protein_coding,0,513,0.00,100,16508,0.61,515,20,3.88,248,48.16,0,Cancer Gene Census
ENSG00000126746,ZNF384,zinc finger protein 384,12p13.31,protein_coding,0,513,0.00,131,16508,0.79,515,61,11.84,8,1.55,0,Cancer Gene Census
ENSG00000126778,SIX1,SIX homeobox 1,14q23.1,protein_coding,0,513,0.00,104,16508,0.63,515,1,0.19,95,18.45,0,Cancer Gene Census
ENSG00000128713,HOXD11,homeobox D11,2q31.1,protein_coding,0,513,0.00,68,16508,0.41,515,4,0.78,14,2.72,0,Cancer Gene Census
ENSG00000128714,HOXD13,homeobox D13,2q31.1,protein_coding,0,513,0.00,97,16508,0.59,515,4,0.78,14,2.72,0,Cancer Gene Census
ENSG00000128944,KNSTRN,kinetochore localized astrin (SPAG5) binding protein,15q15.1,protein_coding,0,513,0.00,121,16508,0.73,515,4,0.78,51,9.90,0,Cancer Gene Census
ENSG00000129152,MYOD1,myogenic differentiation 1,11p15.1,protein_coding,0,513,0.00,126,16508,0.76,515,18,3.50,61,11.84,0,Cancer Gene Census
ENSG00000130675,MNX1,motor neuron and pancreas homeobox 1,7q36.3,protein_coding,0,513,0.00,78,16508,0.47,515,151,29.32,6,1.17,0,Cancer Gene Census
ENSG00000131759,RARA,retinoic acid receptor alpha,17q21.2,protein_coding,0,513,0.00,147,16508,0.89,515,9,1.75,13,2.52,0,Cancer Gene Census
ENSG00000132002,DNAJB1,DnaJ heat shock protein family (Hsp40) member B1,19p13.12,protein_coding,0,513,0.00,68,16508,0.41,515,43,8.35,5,0.97,0,Cancer Gene Census
ENSG00000132155,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase",3p25.2,protein_coding,0,513,0.00,144,16508,0.87,515,13,2.52,25,4.85,0,Cancer Gene Census
ENSG00000132475,H3-3B,H3.3 histone B,17q25.1,protein_coding,0,513,0.00,74,16508,0.45,515,33,6.41,5,0.97,0,Cancer Gene Census
ENSG00000132906,CASP9,caspase 9,1p36.21,protein_coding,0,513,0.00,83,16508,0.50,515,9,1.75,192,37.28,0,Cancer Gene Census
ENSG00000133639,BTG1,BTG anti-proliferation factor 1,12q21.33,protein_coding,0,513,0.00,82,16508,0.50,515,7,1.36,42,8.16,0,Cancer Gene Census
ENSG00000134323,MYCN,"MYCN proto-oncogene, bHLH transcription factor",2p24.3,protein_coding,0,513,0.00,180,16508,1.09,515,15,2.91,16,3.11,0,Cancer Gene Census
ENSG00000134899,ERCC5,"ERCC excision repair 5, endonuclease",13q33.1,protein_coding,0,513,0.00,17,16508,0.10,515,13,2.52,79,15.34,0,Cancer Gene Census
ENSG00000135100,HNF1A,HNF1 homeobox A,12q24.31,protein_coding,0,513,0.00,221,16508,1.34,515,18,3.50,33,6.41,0,Cancer Gene Census
ENSG00000135111,TBX3,T-box transcription factor 3,12q24.21,protein_coding,0,513,0.00,282,16508,1.71,515,11,2.14,34,6.60,0,Cancer Gene Census
ENSG00000135956,TMEM127,transmembrane protein 127,2q11.2,protein_coding,0,513,0.00,53,16508,0.32,515,4,0.78,7,1.36,0,Cancer Gene Census
ENSG00000136492,BRIP1,BRCA1 interacting protein C-terminal helicase 1,17q23.2,protein_coding,0,513,0.00,275,16508,1.67,515,27,5.24,4,0.78,0,Cancer Gene Census
ENSG00000136754,ABI1,abl interactor 1,10p12.1,protein_coding,0,513,0.00,93,16508,0.56,515,54,10.49,75,14.56,0,Cancer Gene Census
ENSG00000136997,MYC,"MYC proto-oncogene, bHLH transcription factor",8q24.21,protein_coding,0,513,0.00,177,16508,1.07,515,86,16.70,8,1.55,0,Cancer Gene Census
ENSG00000137309,HMGA1,high mobility group AT-hook 1,6p21.31,protein_coding,0,513,0.00,24,16508,0.15,515,7,1.36,18,3.50,0,Cancer Gene Census
ENSG00000139718,SETD1B,"SET domain containing 1B, histone lysine methyltransferase",12q24.31,protein_coding,0,513,0.00,153,16508,0.93,515,17,3.30,32,6.21,0,Cancer Gene Census
ENSG00000141646,SMAD4,SMAD family member 4,18q21.2,protein_coding,0,513,0.00,386,16508,2.34,515,10,1.94,52,10.10,0,Cancer Gene Census
ENSG00000141867,BRD4,bromodomain containing 4,19p13.12,protein_coding,0,513,0.00,265,16508,1.61,515,42,8.16,5,0.97,0,Cancer Gene Census
ENSG00000141985,SH3GL1,"SH3 domain containing GRB2 like 1, endophilin A2",19p13.3,protein_coding,0,513,0.00,106,16508,0.64,515,41,7.96,11,2.14,0,Cancer Gene Census
ENSG00000142867,BCL10,BCL10 immune signaling adaptor,1p22.3,protein_coding,0,513,0.00,69,16508,0.42,515,14,2.72,183,35.53,0,Cancer Gene Census
ENSG00000143294,PRCC,proline rich mitotic checkpoint control factor,1q23.1,protein_coding,0,513,0.00,117,16508,0.71,515,32,6.21,3,0.58,0,Cancer Gene Census
ENSG00000143437,ARNT,aryl hydrocarbon receptor nuclear translocator,1q21.3,protein_coding,0,513,0.00,163,16508,0.99,515,25,4.85,5,0.97,0,Cancer Gene Census
ENSG00000149948,HMGA2,high mobility group AT-hook 2,12q14.3,protein_coding,0,513,0.00,81,16508,0.49,515,10,1.94,43,8.35,0,Cancer Gene Census
ENSG00000150907,FOXO1,forkhead box O1,13q14.11,protein_coding,0,513,0.00,164,16508,0.99,515,6,1.17,97,18.83,0,Cancer Gene Census
ENSG00000152894,PTPRK,protein tyrosine phosphatase receptor type K,6q22.33,protein_coding,0,513,0.00,420,16508,2.54,515,0,0.00,71,13.79,0,Cancer Gene Census
ENSG00000153165,RGPD3,RANBP2 like and GRIP domain containing 3,2q12.2,protein_coding,0,513,0.00,85,16508,0.51,515,4,0.78,8,1.55,0,Cancer Gene Census
ENSG00000153814,JAZF1,JAZF zinc finger 1,"7p15.2, 7p15.1",protein_coding,0,513,0.00,78,16508,0.47,515,95,18.45,1,0.19,0,Cancer Gene Census
